"","year","tc","examiner_art_unit","n"
"1002",2005,2900,2905,1
"1003",2005,2900,2911,1
"1004",2005,2900,2913,1
"1005",2005,2900,2914,3
"1006",2005,2900,2942,1
"1007",2005,3100,3142,1
"1008",2005,3100,3143,1
"1009",2005,3100,3157,1
"1010",2005,3100,3170,1
"1011",2005,3300,3352,1
"1012",2005,3500,3503,1
"1013",2005,3500,3517,3
"1014",2005,3500,3521,3
"1015",2005,3500,3522,2
"1016",2005,3500,3523,1
"1017",2005,3500,3524,1
"1018",2005,3500,3525,2
"1019",2005,3500,3527,1
"1020",2005,3500,3529,4
"1021",2005,3500,3532,1
"1022",2005,3500,3533,3
"1023",2005,3500,3534,3
"1024",2005,3500,3536,1
"1025",2005,3500,3537,1
"1026",2005,3500,3541,2
"1027",2005,3500,3543,2
"1028",2005,3500,3544,2
"1029",2005,3500,3551,2
"1030",2005,3500,3552,1
"1031",2005,3500,3572,1
"1032",2005,3500,3573,1
"1033",2005,3500,3575,1
"1034",2005,3500,3577,3
"1035",2005,3500,3579,1
"1036",2005,3500,3582,1
"1037",2005,3500,3583,1
"1038",2005,3600,3611,164
"1039",2005,3600,3612,117
"1040",2005,3600,3616,119
"1041",2005,3600,3617,179
"1042",2005,3600,3618,115
"1043",2005,3600,3621,190
"1044",2005,3600,3622,104
"1045",2005,3600,3623,143
"1046",2005,3600,3624,133
"1047",2005,3600,3625,132
"1048",2005,3600,3626,112
"1049",2005,3600,3627,143
"1050",2005,3600,3628,109
"1051",2005,3600,3629,115
"1052",2005,3600,3632,132
"1053",2005,3600,3634,120
"1054",2005,3600,3635,120
"1055",2005,3600,3636,130
"1056",2005,3600,3637,102
"1057",2005,3600,3639,72
"1058",2005,3600,3641,110
"1059",2005,3600,3643,132
"1060",2005,3600,3644,125
"1061",2005,3600,3651,144
"1062",2005,3600,3652,121
"1063",2005,3600,3653,126
"1064",2005,3600,3654,135
"1065",2005,3600,3661,164
"1066",2005,3600,3662,127
"1067",2005,3600,3663,93
"1068",2005,3600,3671,150
"1069",2005,3600,3672,171
"1070",2005,3600,3673,134
"1071",2005,3600,3676,138
"1072",2005,3600,3677,174
"1073",2005,3600,3679,127
"1074",2005,3600,3681,163
"1075",2005,3600,3682,179
"1076",2005,3600,3683,174
"1077",2005,3700,3711,171
"1078",2005,3700,3712,3
"1079",2005,3700,3713,139
"1080",2005,3700,3714,168
"1081",2005,3700,3715,18
"1082",2005,3700,3721,186
"1083",2005,3700,3722,134
"1084",2005,3700,3723,196
"1085",2005,3700,3724,179
"1086",2005,3700,3725,146
"1087",2005,3700,3726,98
"1088",2005,3700,3727,190
"1089",2005,3700,3728,130
"1090",2005,3700,3729,119
"1091",2005,3700,3730,1
"1092",2005,3700,3731,243
"1093",2005,3700,3732,216
"1094",2005,3700,3733,20
"1095",2005,3700,3735,13
"1096",2005,3700,3736,189
"1097",2005,3700,3737,127
"1098",2005,3700,3738,198
"1099",2005,3700,3739,190
"1100",2005,3700,3742,161
"1101",2005,3700,3743,164
"1102",2005,3700,3744,145
"1103",2005,3700,3745,126
"1104",2005,3700,3746,141
"1105",2005,3700,3747,217
"1106",2005,3700,3748,162
"1107",2005,3700,3749,148
"1108",2005,3700,3751,168
"1109",2005,3700,3752,121
"1110",2005,3700,3753,164
"1111",2005,3700,3754,120
"1112",2005,3700,3755,2
"1113",2005,3700,3761,143
"1114",2005,3700,3762,253
"1115",2005,3700,3763,179
"1116",2005,3700,3764,138
"1117",2005,3700,3765,183
"1118",2005,3700,3766,33
"1119",2005,3700,3767,19
"1120",2005,3700,3776,1
"1121",2005,3700,3783,1
"1122",2005,3800,3837,1
"1123",2005,3800,3877,4
"1124",2005,3800,3879,3
"1125",2005,3900,3930,1
"1126",2005,3900,3991,10
"1127",2005,3900,3992,10
"1128",2005,3900,3993,13
"1129",2005,3900,3999,3
"1130",2005,4200,4279,1
"1131",2005,4300,4317,1
"1132",2005,4400,4458,1
"1133",2005,4500,4539,1
"1134",2005,4700,4742,1
"1135",2005,4900,4900,1
"1136",2005,4900,4999,1
"1137",2005,5100,5103,1
"1138",2005,5100,5111,1
"1139",2005,5100,5195,1
"1140",2005,5400,5409,1
"1141",2005,5500,5570,1
"1142",2005,5700,5710,1
"1143",2005,5700,5770,1
"1144",2005,6000,6044,1
"1145",2005,6100,6113,1
"1146",2005,6200,6211,1
"1147",2005,6400,6442,1
"1148",2005,6400,6483,1
"1149",2005,6500,6562,1
"1150",2005,6700,6745,1
"1151",2005,6700,6783,1
"1152",2005,7100,7117,1
"1153",2005,7100,7125,1
"1154",2005,7300,7307,1
"1155",2005,7300,7315,1
"1156",2005,7300,7372,1
"1157",2005,7500,7555,1
"1158",2005,7600,7641,1
"1159",2005,7600,7656,1
"1160",2005,8100,8105,1
"1161",2005,8600,8650,1
"1162",2005,9000,9005,1
"1163",2005,9200,9275,1
"1164",2005,9500,9504,1
"1165",2005,9700,9774,1
"1166",2006,100,105,1
"1167",2006,100,177,1
"1168",2006,200,205,3
"1169",2006,200,222,1
"1170",2006,300,312,1
"1171",2006,400,444,2
"1172",2006,500,504,2
"1173",2006,500,537,1
"1174",2006,500,544,1
"1175",2006,700,740,1
"1176",2006,800,817,1
"1177",2006,1100,1105,1
"1178",2006,1100,1109,1
"1179",2006,1100,1111,2
"1180",2006,1100,1114,3
"1181",2006,1100,1116,1
"1182",2006,1100,1121,1
"1183",2006,1100,1126,1
"1184",2006,1100,1132,1
"1185",2006,1100,1143,1
"1186",2006,1100,1145,3
"1187",2006,1100,1151,1
"1188",2006,1100,1158,1
"1189",2006,1100,1171,2
"1190",2006,1100,1174,1
"1191",2006,1200,1200,1
"1192",2006,1200,1201,1
"1193",2006,1200,1204,2
"1194",2006,1300,1310,1
"1195",2006,1300,1313,1
"1196",2006,1300,1315,2
"1197",2006,1300,1326,1
"1198",2006,1300,1341,1
"1199",2006,1300,1343,1
"1200",2006,1400,1407,1
"1201",2006,1400,1450,1
"1202",2006,1400,1456,1
"1203",2006,1400,1476,1
"1204",2006,1500,1515,1
"1205",2006,1500,1517,2
"1206",2006,1500,1521,1
"1207",2006,1500,1525,6
"1208",2006,1500,1532,2
"1209",2006,1500,1534,1
"1210",2006,1500,1535,1
"1211",2006,1500,1539,1
"1212",2006,1500,1541,4
"1213",2006,1500,1542,1
"1214",2006,1500,1543,2
"1215",2006,1500,1545,1
"1216",2006,1500,1546,1
"1217",2006,1500,1548,1
"1218",2006,1500,1551,1
"1219",2006,1500,1554,1
"1220",2006,1600,1611,1
"1221",2006,1600,1614,195
"1222",2006,1600,1615,225
"1223",2006,1600,1616,191
"1224",2006,1600,1617,226
"1225",2006,1600,1618,133
"1226",2006,1600,1621,195
"1227",2006,1600,1623,141
"1228",2006,1600,1624,151
"1229",2006,1600,1625,202
"1230",2006,1600,1626,235
"1231",2006,1600,1628,1
"1232",2006,1600,1631,177
"1233",2006,1600,1632,189
"1234",2006,1600,1633,172
"1235",2006,1600,1634,182
"1236",2006,1600,1635,137
"1237",2006,1600,1636,122
"1238",2006,1600,1637,180
"1239",2006,1600,1638,206
"1240",2006,1600,1639,102
"1241",2006,1600,1641,224
"1242",2006,1600,1642,144
"1243",2006,1600,1643,144
"1244",2006,1600,1644,147
"1245",2006,1600,1645,146
"1246",2006,1600,1646,153
"1247",2006,1600,1647,195
"1248",2006,1600,1648,202
"1249",2006,1600,1649,136
"1250",2006,1600,1651,221
"1251",2006,1600,1652,189
"1252",2006,1600,1653,123
"1253",2006,1600,1654,192
"1254",2006,1600,1655,176
"1255",2006,1600,1656,125
"1256",2006,1600,1657,21
"1257",2006,1600,1661,68
"1258",2006,1700,1711,217
"1259",2006,1700,1712,140
"1260",2006,1700,1713,184
"1261",2006,1700,1714,179
"1262",2006,1700,1722,173
"1263",2006,1700,1723,164
"1264",2006,1700,1724,190
"1265",2006,1700,1725,184
"1266",2006,1700,1731,160
"1267",2006,1700,1732,196
"1268",2006,1700,1733,137
"1269",2006,1700,1734,148
"1270",2006,1700,1742,179
"1271",2006,1700,1743,215
"1272",2006,1700,1744,218
"1273",2006,1700,1745,260
"1274",2006,1700,1746,162
"1275",2006,1700,1748,2
"1276",2006,1700,1750,1
"1277",2006,1700,1751,194
"1278",2006,1700,1752,141
"1279",2006,1700,1753,145
"1280",2006,1700,1754,185
"1281",2006,1700,1755,179
"1282",2006,1700,1756,195
"1283",2006,1700,1761,188
"1284",2006,1700,1762,212
"1285",2006,1700,1763,159
"1286",2006,1700,1764,182
"1287",2006,1700,1765,112
"1288",2006,1700,1771,228
"1289",2006,1700,1772,169
"1290",2006,1700,1773,129
"1291",2006,1700,1774,164
"1292",2006,1700,1775,186
"1293",2006,1700,1781,1
"1294",2006,1700,1782,1
"1295",2006,1700,1784,1
"1296",2006,1700,1785,1
"1297",2006,1800,1816,1
"1298",2006,1800,1817,1
"1299",2006,1800,1826,1
"1300",2006,1800,1838,1
"1301",2006,1800,1851,3
"1302",2006,1800,1853,1
"1303",2006,1800,1854,1
"1304",2006,1900,1900,1
"1305",2006,1900,1936,1
"1306",2006,1900,1939,1
"1307",2006,1900,1998,1
"1308",2006,1900,1999,1
"1309",2006,2000,2000,1
"1310",2006,2000,2005,2
"1311",2006,2000,2006,14
"1312",2006,2000,2009,1
"1313",2006,2000,2011,1
"1314",2006,2000,2014,1
"1315",2006,2000,2034,1
"1316",2006,2000,2052,1
"1317",2006,2100,2100,3
"1318",2006,2100,2111,128
"1319",2006,2100,2112,278
"1320",2006,2100,2113,148
"1321",2006,2100,2114,116
"1322",2006,2100,2115,109
"1323",2006,2100,2116,133
"1324",2006,2100,2121,128
"1325",2006,2100,2122,22
"1326",2006,2100,2123,129
"1327",2006,2100,2125,176
"1328",2006,2100,2126,5
"1329",2006,2100,2127,8
"1330",2006,2100,2128,163
"1331",2006,2100,2129,101
"1332",2006,2100,2131,199
"1333",2006,2100,2132,182
"1334",2006,2100,2133,121
"1335",2006,2100,2134,182
"1336",2006,2100,2135,139
"1337",2006,2100,2136,140
"1338",2006,2100,2137,172
"1339",2006,2100,2138,114
"1340",2006,2100,2141,146
"1341",2006,2100,2142,126
"1342",2006,2100,2143,171
"1343",2006,2100,2144,94
"1344",2006,2100,2145,110
"1345",2006,2100,2151,141
"1346",2006,2100,2152,83
"1347",2006,2100,2153,128
"1348",2006,2100,2154,146
"1349",2006,2100,2155,213
"1350",2006,2100,2157,162
"1351",2006,2100,2161,116
"1352",2006,2100,2162,119
"1353",2006,2100,2163,184
"1354",2006,2100,2164,148
"1355",2006,2100,2165,137
"1356",2006,2100,2166,141
"1357",2006,2100,2167,132
"1358",2006,2100,2168,119
"1359",2006,2100,2169,26
"1360",2006,2100,2173,160
"1361",2006,2100,2174,130
"1362",2006,2100,2175,3
"1363",2006,2100,2176,190
"1364",2006,2100,2178,165
"1365",2006,2100,2179,122
"1366",2006,2100,2181,121
"1367",2006,2100,2182,131
"1368",2006,2100,2183,142
"1369",2006,2100,2185,144
"1370",2006,2100,2186,126
"1371",2006,2100,2187,145
"1372",2006,2100,2188,144
"1373",2006,2100,2189,127
"1374",2006,2100,2191,154
"1375",2006,2100,2192,133
"1376",2006,2100,2193,185
"1377",2006,2100,2194,127
"1378",2006,2100,2195,88
"1379",2006,2100,2196,18
"1380",2006,2100,2197,5
"1381",2006,2100,2198,11
"1382",2006,2200,2212,1
"1383",2006,2300,2311,1
"1384",2006,2300,2313,2
"1385",2006,2300,2314,1
"1386",2006,2300,2315,1
"1387",2006,2300,2316,1
"1388",2006,2300,2323,1
"1389",2006,2300,2327,1
"1390",2006,2300,2332,1
"1391",2006,2300,2333,1
"1392",2006,2300,2334,4
"1393",2006,2300,2341,1
"1394",2006,2300,2351,1
"1395",2006,2300,2352,7
"1396",2006,2300,2355,2
"1397",2006,2300,2359,1
"1398",2006,2300,2371,1
"1399",2006,2300,2373,1
"1400",2006,2300,2375,1
"1401",2006,2300,2379,1
"1402",2006,2400,2410,1
"1403",2006,2500,2511,1
"1404",2006,2500,2512,1
"1405",2006,2500,2513,1
"1406",2006,2500,2514,1
"1407",2006,2500,2515,3
"1408",2006,2500,2516,1
"1409",2006,2500,2517,2
"1410",2006,2500,2521,2
"1411",2006,2500,2523,5
"1412",2006,2500,2525,1
"1413",2006,2500,2531,2
"1414",2006,2500,2534,3
"1415",2006,2500,2535,2
"1416",2006,2500,2537,1
"1417",2006,2500,2542,1
"1418",2006,2500,2543,4
"1419",2006,2500,2544,1
"1420",2006,2500,2555,1
"1421",2006,2500,2575,2
"1422",2006,2600,2600,2
"1423",2006,2600,2611,404
"1424",2006,2600,2612,391
"1425",2006,2600,2613,191
"1426",2006,2600,2614,273
"1427",2006,2600,2615,156
"1428",2006,2600,2616,697
"1429",2006,2600,2617,624
"1430",2006,2600,2618,322
"1431",2006,2600,2621,266
"1432",2006,2600,2622,315
"1433",2006,2600,2623,234
"1434",2006,2600,2624,438
"1435",2006,2600,2625,352
"1436",2006,2600,2626,296
"1437",2006,2600,2627,454
"1438",2006,2600,2628,237
"1439",2006,2600,2629,303
"1440",2006,2600,2631,91
"1441",2006,2600,2632,53
"1442",2006,2600,2633,93
"1443",2006,2600,2634,83
"1444",2006,2600,2635,86
"1445",2006,2600,2636,63
"1446",2006,2600,2637,59
"1447",2006,2600,2638,30
"1448",2006,2600,2642,57
"1449",2006,2600,2643,71
"1450",2006,2600,2644,93
"1451",2006,2600,2645,49
"1452",2006,2600,2646,33
"1453",2006,2600,2651,42
"1454",2006,2600,2652,54
"1455",2006,2600,2653,48
"1456",2006,2600,2654,58
"1457",2006,2600,2655,44
"1458",2006,2600,2656,32
"1459",2006,2600,2661,50
"1460",2006,2600,2662,41
"1461",2006,2600,2663,48
"1462",2006,2600,2664,34
"1463",2006,2600,2665,61
"1464",2006,2600,2666,36
"1465",2006,2600,2667,40
"1466",2006,2600,2668,22
"1467",2006,2600,2671,41
"1468",2006,2600,2672,39
"1469",2006,2600,2673,47
"1470",2006,2600,2674,34
"1471",2006,2600,2675,52
"1472",2006,2600,2676,34
"1473",2006,2600,2677,21
"1474",2006,2600,2681,58
"1475",2006,2600,2682,57
"1476",2006,2600,2683,63
"1477",2006,2600,2684,92
"1478",2006,2600,2685,45
"1479",2006,2600,2686,73
"1480",2006,2600,2687,51
"1481",2006,2600,2688,27
"1482",2006,2600,2691,2
"1483",2006,2800,2800,1
"1484",2006,2800,2801,1
"1485",2006,2800,2807,1
"1486",2006,2800,2811,193
"1487",2006,2800,2812,189
"1488",2006,2800,2813,149
"1489",2006,2800,2814,224
"1490",2006,2800,2815,196
"1491",2006,2800,2816,247
"1492",2006,2800,2817,240
"1493",2006,2800,2818,229
"1494",2006,2800,2819,196
"1495",2006,2800,2821,231
"1496",2006,2800,2822,206
"1497",2006,2800,2823,226
"1498",2006,2800,2824,170
"1499",2006,2800,2825,196
"1500",2006,2800,2826,205
"1501",2006,2800,2827,203
"1502",2006,2800,2828,151
"1503",2006,2800,2829,158
"1504",2006,2800,2831,116
"1505",2006,2800,2832,144
"1506",2006,2800,2833,190
"1507",2006,2800,2834,277
"1508",2006,2800,2835,185
"1509",2006,2800,2836,225
"1510",2006,2800,2837,258
"1511",2006,2800,2838,220
"1512",2006,2800,2839,141
"1513",2006,2800,2841,188
"1514",2006,2800,2844,1
"1515",2006,2800,2851,226
"1516",2006,2800,2852,222
"1517",2006,2800,2853,172
"1518",2006,2800,2854,182
"1519",2006,2800,2855,133
"1520",2006,2800,2856,213
"1521",2006,2800,2857,151
"1522",2006,2800,2858,125
"1523",2006,2800,2859,186
"1524",2006,2800,2861,139
"1525",2006,2800,2862,50
"1526",2006,2800,2863,197
"1527",2006,2800,2871,204
"1528",2006,2800,2872,200
"1529",2006,2800,2873,239
"1530",2006,2800,2874,222
"1531",2006,2800,2875,337
"1532",2006,2800,2876,252
"1533",2006,2800,2877,227
"1534",2006,2800,2878,145
"1535",2006,2800,2879,222
"1536",2006,2800,2881,156
"1537",2006,2800,2882,134
"1538",2006,2800,2883,136
"1539",2006,2800,2884,117
"1540",2006,2800,2891,221
"1541",2006,2800,2892,20
"1542",2006,2900,2913,2
"1543",2006,2900,2914,1
"1544",2006,2900,2915,1
"1545",2006,2900,2916,3
"1546",2006,2900,2932,1
"1547",2006,3000,3005,1
"1548",2006,3000,3070,1
"1549",2006,3000,3082,1
"1550",2006,3100,3123,2
"1551",2006,3100,3132,3
"1552",2006,3100,3135,1
"1553",2006,3100,3142,1
"1554",2006,3100,3143,1
"1555",2006,3100,3147,2
"1556",2006,3100,3148,2
"1557",2006,3300,3335,1
"1558",2006,3300,3352,1
"1559",2006,3500,3511,2
"1560",2006,3500,3516,2
"1561",2006,3500,3517,3
"1562",2006,3500,3519,1
"1563",2006,3500,3521,1
"1564",2006,3500,3525,1
"1565",2006,3500,3529,2
"1566",2006,3500,3532,2
"1567",2006,3500,3533,1
"1568",2006,3500,3534,3
"1569",2006,3500,3535,1
"1570",2006,3500,3541,2
"1571",2006,3500,3551,3
"1572",2006,3500,3552,2
"1573",2006,3500,3553,1
"1574",2006,3500,3554,2
"1575",2006,3500,3577,1
"1576",2006,3500,3579,2
"1577",2006,3500,3583,2
"1578",2006,3600,3600,1
"1579",2006,3600,3611,159
"1580",2006,3600,3612,106
"1581",2006,3600,3616,159
"1582",2006,3600,3617,159
"1583",2006,3600,3618,119
"1584",2006,3600,3621,177
"1585",2006,3600,3622,93
"1586",2006,3600,3623,130
"1587",2006,3600,3624,121
"1588",2006,3600,3625,170
"1589",2006,3600,3626,143
"1590",2006,3600,3627,133
"1591",2006,3600,3628,135
"1592",2006,3600,3629,123
"1593",2006,3600,3631,1
"1594",2006,3600,3632,134
"1595",2006,3600,3634,138
"1596",2006,3600,3635,124
"1597",2006,3600,3636,166
"1598",2006,3600,3637,157
"1599",2006,3600,3639,76
"1600",2006,3600,3641,111
"1601",2006,3600,3643,155
"1602",2006,3600,3644,140
"1603",2006,3600,3651,132
"1604",2006,3600,3652,129
"1605",2006,3600,3653,121
"1606",2006,3600,3654,184
"1607",2006,3600,3661,172
"1608",2006,3600,3662,138
"1609",2006,3600,3663,152
"1610",2006,3600,3671,135
"1611",2006,3600,3672,167
"1612",2006,3600,3673,151
"1613",2006,3600,3676,128
"1614",2006,3600,3677,198
"1615",2006,3600,3679,137
"1616",2006,3600,3681,158
"1617",2006,3600,3682,201
"1618",2006,3600,3683,167
"1619",2006,3600,3691,19
"1620",2006,3600,3692,17
"1621",2006,3600,3693,47
"1622",2006,3600,3694,21
"1623",2006,3700,3700,3
"1624",2006,3700,3709,5
"1625",2006,3700,3711,211
"1626",2006,3700,3712,46
"1627",2006,3700,3713,96
"1628",2006,3700,3714,159
"1629",2006,3700,3715,69
"1630",2006,3700,3721,183
"1631",2006,3700,3722,130
"1632",2006,3700,3723,205
"1633",2006,3700,3724,176
"1634",2006,3700,3725,170
"1635",2006,3700,3726,81
"1636",2006,3700,3727,158
"1637",2006,3700,3728,114
"1638",2006,3700,3729,121
"1639",2006,3700,3731,252
"1640",2006,3700,3732,230
"1641",2006,3700,3733,107
"1642",2006,3700,3734,82
"1643",2006,3700,3735,110
"1644",2006,3700,3736,185
"1645",2006,3700,3737,118
"1646",2006,3700,3738,197
"1647",2006,3700,3739,157
"1648",2006,3700,3741,1
"1649",2006,3700,3742,162
"1650",2006,3700,3743,139
"1651",2006,3700,3744,164
"1652",2006,3700,3745,126
"1653",2006,3700,3746,153
"1654",2006,3700,3747,220
"1655",2006,3700,3748,188
"1656",2006,3700,3749,143
"1657",2006,3700,3751,153
"1658",2006,3700,3752,116
"1659",2006,3700,3753,192
"1660",2006,3700,3754,111
"1661",2006,3700,3761,154
"1662",2006,3700,3762,161
"1663",2006,3700,3763,153
"1664",2006,3700,3764,170
"1665",2006,3700,3765,177
"1666",2006,3700,3766,160
"1667",2006,3700,3767,109
"1668",2006,3700,3768,50
"1669",2006,3700,3771,16
"1670",2006,3700,3772,22
"1671",2006,3700,3781,18
"1672",2006,3700,3782,17
"1673",2006,3800,3800,1
"1674",2006,3800,3825,1
"1675",2006,3800,3834,1
"1676",2006,3800,3837,1
"1677",2006,3800,3851,1
"1678",2006,3800,3852,2
"1679",2006,3800,3876,1
"1680",2006,3800,3877,1
"1681",2006,3800,3878,1
"1682",2006,3800,3879,1
"1683",2006,3800,3882,1
"1684",2006,3800,3883,2
"1685",2006,3900,3991,50
"1686",2006,3900,3992,62
"1687",2006,3900,3993,88
"1688",2006,4000,4074,1
"1689",2006,4300,4303,1
"1690",2006,4400,4410,1
"1691",2006,4400,4495,1
"1692",2006,4500,4561,1
"1693",2006,4700,4774,1
"1694",2006,5000,5030,3
"1695",2006,5100,5115,1
"1696",2006,5100,5124,1
"1697",2006,5400,5490,2
"1698",2006,6100,6110,1
"1699",2006,6100,6113,1
"1700",2006,6100,6155,1
"1701",2006,6200,6241,1
"1702",2006,6400,6457,1
"1703",2006,6700,6773,1
"1704",2006,7100,7125,1
"1705",2006,7300,7368,1
"1706",2006,7600,7601,1
"1707",2006,7700,7717,1
"1708",2006,7700,7779,1
"1709",2006,8000,8051,1
"1710",2006,8100,8197,1
"1711",2007,100,108,1
"1712",2007,100,115,2
"1713",2007,200,206,1
"1714",2007,300,396,1
"1715",2007,400,454,1
"1716",2007,600,612,1
"1717",2007,600,653,1
"1718",2007,1000,1017,1
"1719",2007,1000,1051,1
"1720",2007,1100,1111,6
"1721",2007,1100,1112,1
"1722",2007,1100,1114,2
"1723",2007,1100,1115,1
"1724",2007,1100,1123,1
"1725",2007,1100,1125,1
"1726",2007,1100,1132,1
"1727",2007,1100,1134,1
"1728",2007,1100,1144,1
"1729",2007,1100,1145,1
"1730",2007,1100,1146,1
"1731",2007,1100,1151,2
"1732",2007,1100,1152,3
"1733",2007,1100,1156,1
"1734",2007,1100,1158,1
"1735",2007,1100,1161,2
"1736",2007,1100,1162,1
"1737",2007,1100,1171,1
"1738",2007,1100,1175,1
"1739",2007,1100,1181,1
"1740",2007,1300,1311,1
"1741",2007,1300,1314,1
"1742",2007,1300,1325,1
"1743",2007,1300,1351,2
"1744",2007,1300,1352,1
"1745",2007,1300,1353,1
"1746",2007,1300,1358,1
"1747",2007,1400,1400,1
"1748",2007,1400,1433,1
"1749",2007,1400,1444,1
"1750",2007,1500,1513,2
"1751",2007,1500,1515,2
"1752",2007,1500,1517,3
"1753",2007,1500,1523,2
"1754",2007,1500,1525,3
"1755",2007,1500,1539,1
"1756",2007,1500,1541,6
"1757",2007,1500,1542,1
"1758",2007,1500,1545,1
"1759",2007,1500,1549,1
"1760",2007,1500,1551,2
"1761",2007,1500,1555,1
"1762",2007,1600,1600,2
"1763",2007,1600,1609,28
"1764",2007,1600,1610,1
"1765",2007,1600,1611,1
"1766",2007,1600,1613,1
"1767",2007,1600,1614,201
"1768",2007,1600,1615,202
"1769",2007,1600,1616,160
"1770",2007,1600,1617,190
"1771",2007,1600,1618,139
"1772",2007,1600,1621,191
"1773",2007,1600,1623,123
"1774",2007,1600,1624,159
"1775",2007,1600,1625,187
"1776",2007,1600,1626,196
"1777",2007,1600,1628,2
"1778",2007,1600,1630,1
"1779",2007,1600,1631,110
"1780",2007,1600,1632,152
"1781",2007,1600,1633,184
"1782",2007,1600,1634,147
"1783",2007,1600,1635,121
"1784",2007,1600,1636,66
"1785",2007,1600,1637,168
"1786",2007,1600,1638,187
"1787",2007,1600,1639,83
"1788",2007,1600,1641,213
"1789",2007,1600,1642,121
"1790",2007,1600,1643,153
"1791",2007,1600,1644,151
"1792",2007,1600,1645,135
"1793",2007,1600,1646,138
"1794",2007,1600,1647,180
"1795",2007,1600,1648,189
"1796",2007,1600,1649,119
"1797",2007,1600,1651,178
"1798",2007,1600,1652,183
"1799",2007,1600,1653,2
"1800",2007,1600,1654,166
"1801",2007,1600,1655,147
"1802",2007,1600,1656,193
"1803",2007,1600,1657,105
"1804",2007,1600,1661,68
"1805",2007,1700,1709,98
"1806",2007,1700,1711,165
"1807",2007,1700,1712,106
"1808",2007,1700,1713,148
"1809",2007,1700,1714,156
"1810",2007,1700,1715,3
"1811",2007,1700,1722,149
"1812",2007,1700,1723,125
"1813",2007,1700,1724,157
"1814",2007,1700,1725,127
"1815",2007,1700,1731,117
"1816",2007,1700,1732,150
"1817",2007,1700,1733,106
"1818",2007,1700,1734,103
"1819",2007,1700,1742,136
"1820",2007,1700,1743,144
"1821",2007,1700,1744,179
"1822",2007,1700,1745,233
"1823",2007,1700,1746,126
"1824",2007,1700,1751,169
"1825",2007,1700,1752,124
"1826",2007,1700,1753,156
"1827",2007,1700,1754,142
"1828",2007,1700,1755,117
"1829",2007,1700,1756,173
"1830",2007,1700,1758,1
"1831",2007,1700,1761,148
"1832",2007,1700,1762,151
"1833",2007,1700,1763,155
"1834",2007,1700,1764,139
"1835",2007,1700,1765,93
"1836",2007,1700,1771,163
"1837",2007,1700,1772,121
"1838",2007,1700,1773,117
"1839",2007,1700,1774,126
"1840",2007,1700,1775,159
"1841",2007,1700,1782,3
"1842",2007,1700,1791,74
"1843",2007,1700,1792,107
"1844",2007,1700,1793,80
"1845",2007,1700,1794,135
"1846",2007,1700,1795,120
"1847",2007,1700,1796,109
"1848",2007,1700,1797,110
"1849",2007,1800,1814,1
"1850",2007,1800,1815,1
"1851",2007,1800,1823,1
"1852",2007,1800,1825,1
"1853",2007,1800,1832,2
"1854",2007,1800,1834,1
"1855",2007,1800,1841,1
"1856",2007,1800,1846,1
"1857",2007,1800,1851,1
"1858",2007,1900,1939,1
"1859",2007,1900,1952,1
"1860",2007,2000,2000,1
"1861",2007,2000,2002,1
"1862",2007,2000,2006,2
"1863",2007,2000,2007,14
"1864",2007,2000,2033,1
"1865",2007,2000,2043,1
"1866",2007,2000,2052,1
"1867",2007,2100,2100,7
"1868",2007,2100,2109,236
"1869",2007,2100,2111,173
"1870",2007,2100,2112,215
"1871",2007,2100,2113,102
"1872",2007,2100,2114,90
"1873",2007,2100,2115,53
"1874",2007,2100,2116,135
"1875",2007,2100,2117,65
"1876",2007,2100,2119,2
"1877",2007,2100,2121,103
"1878",2007,2100,2122,8
"1879",2007,2100,2123,116
"1880",2007,2100,2124,1
"1881",2007,2100,2125,135
"1882",2007,2100,2126,2
"1883",2007,2100,2127,2
"1884",2007,2100,2128,156
"1885",2007,2100,2129,58
"1886",2007,2100,2131,111
"1887",2007,2100,2132,133
"1888",2007,2100,2133,52
"1889",2007,2100,2134,129
"1890",2007,2100,2135,103
"1891",2007,2100,2136,113
"1892",2007,2100,2137,121
"1893",2007,2100,2138,36
"1894",2007,2100,2139,32
"1895",2007,2100,2141,108
"1896",2007,2100,2142,106
"1897",2007,2100,2143,136
"1898",2007,2100,2144,96
"1899",2007,2100,2145,93
"1900",2007,2100,2146,23
"1901",2007,2100,2151,128
"1902",2007,2100,2152,105
"1903",2007,2100,2153,93
"1904",2007,2100,2154,122
"1905",2007,2100,2155,149
"1906",2007,2100,2157,104
"1907",2007,2100,2160,3
"1908",2007,2100,2161,136
"1909",2007,2100,2162,109
"1910",2007,2100,2163,113
"1911",2007,2100,2164,119
"1912",2007,2100,2165,96
"1913",2007,2100,2166,96
"1914",2007,2100,2167,78
"1915",2007,2100,2168,105
"1916",2007,2100,2169,84
"1917",2007,2100,2173,128
"1918",2007,2100,2174,132
"1919",2007,2100,2175,1
"1920",2007,2100,2176,139
"1921",2007,2100,2178,172
"1922",2007,2100,2179,131
"1923",2007,2100,2181,107
"1924",2007,2100,2182,127
"1925",2007,2100,2183,107
"1926",2007,2100,2184,15
"1927",2007,2100,2185,143
"1928",2007,2100,2186,88
"1929",2007,2100,2187,124
"1930",2007,2100,2188,114
"1931",2007,2100,2189,108
"1932",2007,2100,2191,112
"1933",2007,2100,2192,103
"1934",2007,2100,2193,166
"1935",2007,2100,2194,78
